,freq,amp,THD_out,coefA_in_0,coefB_in_0,coefA_out_0,coefB_out_0,coefA_in_1,coefB_in_1,coefA_out_1,coefB_out_1,coefA_in_2,coefB_in_2,coefA_out_2,coefB_out_2,coefA_in_3,coefB_in_3,coefA_out_3,coefB_out_3,coefA_in_4,coefB_in_4,coefA_out_4,coefB_out_4,coefA_in_5,coefB_in_5,coefA_out_5,coefB_out_5,coefA_in_6,coefB_in_6,coefA_out_6,coefB_out_6
0,50,12,260.42359777698147,-0.006015907859114401,-0.0,60.555118110236236,-0.0,0.004966890896592813,0.06367652343641914,-848.63132565811,402.2114584253292,-0.0011614861505850713,0.0661963921724432,-1980.8486677151402,529.8786444312974,-0.0020960754493186463,0.005169243739168256,-316.38819585286,10.572739747348827,0.004766720697594911,-0.0030708712682747403,255.31944551217708,183.99936771910305,-0.005361269826695587,-0.0006003347772656431,-156.2360917018984,-351.1267483662659,0.003779818612241022,0.0033877766308991466,-87.69870882610095,355.66818822906055
1,50,4,331.6148908465667,0.0020053026197047992,-0.0,-31.530019685039374,-0.0,-0.0013417745878340236,0.06127210316319608,-561.3562881519669,831.2757730220214,0.0003445821980817718,-0.0019733089312888516,-69.25173421983763,-28.753203085031597,0.000960302875849274,0.0017168499193837763,12.685147081973625,71.8119057551534,-0.0017510086556378863,-0.0004598653421003608,-146.87447012528312,227.5010685602892,0.002454179359882142,0.04813464514192336,2052.7742932681945,-2536.6193955282924,-0.0008661243344318478,0.0011882399272613831,145.29685466292304,-237.49474819868715
2,50,18,676.1516764910535,-0.009022234600600506,-0.0,512.0460137795276,-0.0,-0.008281198171312053,0.06311297320889114,-66.18247165487438,-517.651709335184,-0.006176469661724422,0.12062373400412188,2409.230663199747,2220.94812237146,-0.004554824895032974,0.007056210844213361,5.869336851605693,-236.3996608702229,-0.0017826125112807604,0.008028061364213322,338.00754875499894,-161.0416034877449,0.001011623291534257,0.007877141585427955,321.07631731449953,416.91276405248965,0.0034478700132954837,0.006767188178076856,-388.71732630334554,254.27587816554802
3,50,0,26.23676329215307,-2.3288662664988637e-19,-0.0,-2.026328740157469,-0.0,0.0001884006432323233,0.059969590011412124,326.98590289721886,773.8347631791542,-5.034924897548938e-07,-8.013226403907447e-05,-24.516944107998608,12.629239009821813,-4.2464446890015984e-07,-4.5054843453655964e-05,20.177166023537833,-24.218276577834136,-4.0257881697660976e-07,-3.2034518016806024e-05,11.72312090744031,-5.16369916244601,-3.931236876372607e-07,-2.5024972828921514e-05,-9.064941310499327,3.2362443022249,-3.881713787912685e-07,-2.059069222343534e-05,-3.084981446884268,-13.571867334960256
4,50,17,267.34288481293504,-0.0085225361337454,-0.0,-264.6412401574803,-0.0,0.008257983249095822,0.06261954177104202,-586.2476785821544,-564.5750442330062,-0.006773409709771979,-0.004911822114027368,185.20184100801066,164.76522686880122,0.005165009367718911,0.043958730749374376,1632.2187452914277,719.6620157943307,-0.002454975626210557,-0.00771013440946501,-143.72094378179574,-325.8570376654428,-1.4969582030392309e-06,0.0075316042750239055,-350.52931313967395,73.9367872558003,0.0022431357320291685,-0.006978287468511347,114.01402503708606,397.92618796527296
5,50,7,1000.346171069107,0.003509279584483402,-0.0,-39.772637795275614,-0.0,0.00010071640601568257,0.06349833935286159,349.99527870299227,325.19958695671,-0.0034431172481693213,-0.00017080420675859482,6.747749198183789,51.971616228969246,0.000255090784997935,-0.0032448623713259525,-0.7618834160204737,72.22449056131639,0.003256480264402529,0.0006799791923500668,28.678148652626565,220.4955788385134,0.0009686563907785026,0.08983299165825849,125.63940264328045,-4663.274324504349,-0.0029661688349058987,-0.0009458775968708049,15.326182845280767,-283.83837107621275
6,50,2,95.32356027852033,0.0010026513098524003,-0.0,50.43897637795276,-0.0,-0.0005684986456470615,0.06065326676660211,-811.829469796546,-230.98840398056785,0.0003032111348105751,0.023732990280791753,-446.1877611014452,-580.4241093011813,0.000510088240700062,0.0007118947971371487,-37.25231820287582,-50.1779209117183,-0.0008925423265061427,-0.00034255374046526533,68.78802622414044,53.00202218945642,0.0008227199326705215,-0.00040502802518905314,-52.116312669925655,-29.64213480885909,-0.00037425425136549593,0.000729329486082908,51.096042721155655,23.82078725704815
7,50,13,4100.900633886418,-0.00651720339317307,-0.0,-66.47342519685043,-0.0,-0.005733117899860515,0.06272168202283956,-81.0264893660245,-85.73724942934585,-0.004263153166982341,0.0049256844192922845,45.04517596457222,174.67736666010597,-0.001893697047570762,0.0063747369630129695,-67.29131614032522,-26.584368964043627,0.0006981286244360952,0.007069016125464621,221.40744165690853,260.11801708038587,0.00676450795607472,0.24663435786595161,-1039.9724234647176,-4576.287145294615,0.004508791822252952,0.0018613916935090202,74.5969870567715,-395.7316633298407
8,50,14,187.09874616361284,-0.007018559168966802,-0.0,-87.54183070866142,-0.0,0.006311570606581262,0.06334061724590151,-230.74374859412188,819.4828940217031,-0.003694949141287134,-0.00589126540711338,-208.03726438204328,-62.458817799435785,0.00042318179260550793,0.006703818159412947,278.8001213010163,51.64105291161673,0.002783389098546356,-0.0059134910486659635,-286.69358522545906,89.29942240697531,-0.005080614245460875,0.0037427653080567445,355.70193668586563,-127.76422035841975,0.006197670370069879,0.013219408217627774,-782.4254348541016,-664.6422024574695
9,50,8,2083.259172811433,0.0040106052394096,-0.0,-241.7062007874016,-0.0,-0.0037238519604591526,0.06081294471632731,-113.07697177546221,-209.9775949621076,0.0036258556974378565,-0.0015171508760667902,32.62480834375566,-0.012077904832990044,-0.0031719241904424717,0.0023474283756756992,-179.04729325268258,-188.98929614612493,0.002596875029666234,-0.0022343728529410026,-431.40263473223314,-39.95359547573101,-0.00019039496990812355,0.11333197964935851,4777.557055791281,262.55631860550295,0.0012064131533053085,-0.0038195433637214274,371.16697803932607,-23.74851524506918
