,freq,amp,coefA_in,coefB_in,coefA_out,coefB_out,THD_out
100,100,6,"[np.float64(-7.346553920761778e-19), np.float64(5.018111749367513e-07), np.float64(0.0007535951202965767), np.float64(-2.721378024612088e-06), np.float64(-2.0139500427716715e-06), np.float64(-1.7976549506457678e-06), np.float64(-1.698561079114549e-06)]","[np.float64(-0.0), np.float64(0.00015973093248475585), np.float64(0.11993681015505003), np.float64(-0.0002887386269139493), np.float64(-0.00016025661612061197), np.float64(-0.00011443285589342622), np.float64(-9.010079133475062e-05)]","[np.float64(-19.439468503937015), np.float64(-40.53031835530407), np.float64(1863.246091121167), np.float64(34.618672848026094), np.float64(-4.106091682589391), np.float64(-6.422574334648575), np.float64(2.6240682261631956)]","[np.float64(-0.0), np.float64(36.31953872179782), np.float64(-3326.3526631084897), np.float64(-60.605464292072384), np.float64(-54.35141737516562), np.float64(-22.372545861735972), np.float64(-96.2956216265817)]",7022.951107485644
101,100,3,"[np.float64(-3.673276960380889e-19), np.float64(2.5090558746837565e-07), np.float64(0.0003767975601482883), np.float64(-1.360689012306044e-06), np.float64(-1.0069750213858358e-06), np.float64(-8.988274753228839e-07), np.float64(-8.492805395572745e-07)]","[np.float64(-0.0), np.float64(7.986546624237793e-05), np.float64(0.05996840507752502), np.float64(-0.00014436931345697464), np.float64(-8.012830806030599e-05), np.float64(-5.721642794671311e-05), np.float64(-4.505039566737531e-05)]","[np.float64(35.933809055118104), np.float64(18.132779459278787), np.float64(-780.205179773034), np.float64(-18.412167900234273), np.float64(-23.427250312293918), np.float64(-13.800740861279607), np.float64(-8.754272723628791)]","[np.float64(-0.0), np.float64(-15.219362714798729), np.float64(1631.1024610321615), np.float64(26.02149147667711), np.float64(-0.42238435730107243), np.float64(12.317248792300983), np.float64(45.95415872563953)]",7705.0699269456345
102,100,8,"[np.float64(-8.656270145124267e-19), np.float64(6.690815665830271e-07), np.float64(0.0010047934937287696), np.float64(-3.6285040328159505e-06), np.float64(-2.6852667236957393e-06), np.float64(-2.396873267528176e-06), np.float64(-2.264748105485867e-06)]","[np.float64(-0.0), np.float64(0.00021297457664634005), np.float64(0.15991574687340004), np.float64(-0.0003849848358852674), np.float64(-0.00021367548816081584), np.float64(-0.00015257714119123534), np.float64(-0.00012013438844633411)]","[np.float64(-19.407480314960612), np.float64(-16.26229267420796), np.float64(754.9799653730009), np.float64(20.473950967485994), np.float64(-9.187950874346356), np.float64(12.11235874588428), np.float64(-7.878823092279857)]","[np.float64(-0.0), np.float64(49.12636134925975), np.float64(-4385.535595071561), np.float64(-93.2371377465514), np.float64(-38.68189463216782), np.float64(-21.56776745933998), np.float64(-338.58470441387743)]",8661.103975207885
103,100,7,"[np.float64(2.0122792321330963e-19), np.float64(5.854463707599675e-07), np.float64(0.000879194307012673), np.float64(-3.174941028715298e-06), np.float64(-2.3496083832344464e-06), np.float64(-2.0972641090874116e-06), np.float64(-1.9816545923001597e-06)]","[np.float64(-0.0), np.float64(0.00018635275456554777), np.float64(0.13992627851422507), np.float64(-0.000336861731399608), np.float64(-0.00018696605214071376), np.float64(-0.00013350499854233045), np.float64(-0.00010511758989054277)]","[np.float64(-9.971210629921254), np.float64(8.665860142504108), np.float64(466.6522349529445), np.float64(14.224906062353297), np.float64(-6.337751595114911), np.float64(3.7801746325588197), np.float64(135.2321395126932)]","[np.float64(-0.0), np.float64(-63.07258185691798), np.float64(4278.123351152834), np.float64(100.70642921593954), np.float64(55.663882962506804), np.float64(37.569796729409006), np.float64(132.93646729018266)]",6780.390987488165
104,100,4,"[np.float64(-4.3281350725621337e-19), np.float64(3.3454078329151355e-07), np.float64(0.0005023967468643848), np.float64(-1.8142520164079753e-06), np.float64(-1.3426333618478697e-06), np.float64(-1.198436633764088e-06), np.float64(-1.1323740527429335e-06)]","[np.float64(-0.0), np.float64(0.00010648728832317003), np.float64(0.07995787343670002), np.float64(-0.0001924924179426337), np.float64(-0.00010683774408040792), np.float64(-7.628857059561767e-05), np.float64(-6.0067194223167056e-05)]","[np.float64(29.282726377952752), np.float64(11.813316893603547), np.float64(-443.0671788747872), np.float64(-2.8817234881515406), np.float64(-16.749405538182348), np.float64(1.9773876801236439), np.float64(-40.55574063266945)]","[np.float64(-0.0), np.float64(19.867304653777055), np.float64(-2437.6469489233073), np.float64(-52.53374312981175), np.float64(-18.85459846617879), np.float64(-32.52033455729903), np.float64(2.802445835523549)]",10765.248021436157
105,100,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(7.05757874015748), np.float64(7.163958201207462), np.float64(1.9628662556386887), np.float64(-8.426162124283096), np.float64(-3.1719045135891175), np.float64(2.607160419796962), np.float64(-1.233826738010724)]","[np.float64(-0.0), np.float64(9.805477341207364), np.float64(16.071425183693982), np.float64(4.473979121138518), np.float64(7.2057254208016515), np.float64(7.09557422843697), np.float64(-3.042191150250346)]",1599.0919965454248
106,100,4,"[np.float64(-4.3281350725621337e-19), np.float64(3.3454078329151355e-07), np.float64(0.0005023967468643848), np.float64(-1.8142520164079753e-06), np.float64(-1.3426333618478697e-06), np.float64(-1.198436633764088e-06), np.float64(-1.1323740527429335e-06)]","[np.float64(-0.0), np.float64(0.00010648728832317003), np.float64(0.07995787343670002), np.float64(-0.0001924924179426337), np.float64(-0.00010683774408040792), np.float64(-7.628857059561767e-05), np.float64(-6.0067194223167056e-05)]","[np.float64(30.265994094488182), np.float64(-10.424143939701), np.float64(281.8002263735149), np.float64(5.285022554773938), np.float64(-19.727911043121917), np.float64(-2.48664604368283), np.float64(-30.20151627675794)]","[np.float64(-0.0), np.float64(25.432810656149115), np.float64(-2462.798406640513), np.float64(-48.51340774496119), np.float64(-50.12976624007462), np.float64(-34.23112820601044), np.float64(-43.79424448104658)]",9061.971282959981
107,100,9,"[np.float64(-2.8796409701215e-19), np.float64(7.527167624053745e-07), np.float64(0.001130392680444865), np.float64(-4.082067036919694e-06), np.float64(-3.020925064157869e-06), np.float64(-2.6964824259688698e-06), np.float64(-2.5478416186717886e-06)]","[np.float64(-0.0), np.float64(0.00023959639872713417), np.float64(0.17990521523257505), np.float64(-0.0004331079403709227), np.float64(-0.00024038492418091868), np.float64(-0.00017164928384013906), np.float64(-0.00013515118700212564)]","[np.float64(-82.0302657480315), np.float64(-71.72533370134796), np.float64(3258.4467523030453), np.float64(42.42418550900707), np.float64(47.35395613840724), np.float64(15.957664646101833), np.float64(-159.97656119687755)]","[np.float64(-0.0), np.float64(-36.71054065261218), np.float64(2892.4863206558684), np.float64(48.42629620798722), np.float64(47.1014574645679), np.float64(29.61457090966459), np.float64(-187.02421229578397)]",5480.1207649158305
108,100,6,"[np.float64(-7.346553920761778e-19), np.float64(5.018111749367513e-07), np.float64(0.0007535951202965767), np.float64(-2.721378024612088e-06), np.float64(-2.0139500427716715e-06), np.float64(-1.7976549506457678e-06), np.float64(-1.698561079114549e-06)]","[np.float64(-0.0), np.float64(0.00015973093248475585), np.float64(0.11993681015505003), np.float64(-0.0002887386269139493), np.float64(-0.00016025661612061197), np.float64(-0.00011443285589342622), np.float64(-9.010079133475062e-05)]","[np.float64(32.60359251968503), np.float64(55.808967174962255), np.float64(-2100.485436485775), np.float64(-37.68364344484254), np.float64(-24.89100931306743), np.float64(-12.096952077943259), np.float64(13.422613093632632)]","[np.float64(-0.0), np.float64(50.71558126521356), np.float64(-3191.8210191656763), np.float64(-75.83388408004124), np.float64(-15.071793135998588), np.float64(-28.960240057111513), np.float64(48.323187654363934)]",5078.035339596367
109,100,3,"[np.float64(-3.673276960380889e-19), np.float64(2.5090558746837565e-07), np.float64(0.0003767975601482883), np.float64(-1.360689012306044e-06), np.float64(-1.0069750213858358e-06), np.float64(-8.988274753228839e-07), np.float64(-8.492805395572745e-07)]","[np.float64(-0.0), np.float64(7.986546624237793e-05), np.float64(0.05996840507752502), np.float64(-0.00014436931345697464), np.float64(-8.012830806030599e-05), np.float64(-5.721642794671311e-05), np.float64(-4.505039566737531e-05)]","[np.float64(-11.38607283464567), np.float64(-31.178547599596946), np.float64(1386.457342004374), np.float64(6.161207661397537), np.float64(12.201292500658314), np.float64(21.978329116471752), np.float64(-31.359407728888307)]","[np.float64(-0.0), np.float64(-9.514659068488335), np.float64(1155.6777026232005), np.float64(34.03690080718904), np.float64(37.00327873320055), np.float64(13.068190753295475), np.float64(-23.406605037796943)]",5580.945515344458
110,100,2,"[np.float64(-2.1640675362810668e-19), np.float64(1.6727039164575677e-07), np.float64(0.0002511983734321924), np.float64(-9.071260082039876e-07), np.float64(-6.713166809239348e-07), np.float64(-5.99218316882044e-07), np.float64(-5.661870263714668e-07)]","[np.float64(-0.0), np.float64(5.324364416158501e-05), np.float64(0.03997893671835001), np.float64(-9.624620897131685e-05), np.float64(-5.341887204020396e-05), np.float64(-3.8144285297808835e-05), np.float64(-3.0033597111583528e-05)]","[np.float64(26.83932086614173), np.float64(7.092844539211226), np.float64(-959.8866893486638), np.float64(-11.046578693727064), np.float64(-2.779645149494052), np.float64(-14.118099601961385), np.float64(23.30271033331458)]","[np.float64(-0.0), np.float64(-1.247173572164975), np.float64(-642.0551453102536), np.float64(-14.745873784888175), np.float64(15.515714045662296), np.float64(8.033628433154023), np.float64(10.50395691114154)]",16328.947856597277
111,100,5,"[np.float64(-3.7990444123892075e-19), np.float64(4.181759791142955e-07), np.float64(0.0006279959335804808), np.float64(-2.2678150205096326e-06), np.float64(-1.6782917023104116e-06), np.float64(-1.498045792204946e-06), np.float64(-1.415467565928374e-06)]","[np.float64(-0.0), np.float64(0.00013310911040396273), np.float64(0.09994734179587504), np.float64(-0.00024061552242829194), np.float64(-0.00013354718010050965), np.float64(-9.536071324452198e-05), np.float64(-7.50839927789592e-05)]","[np.float64(-22.50565944881892), np.float64(-78.59881924382083), np.float64(2961.293351228821), np.float64(45.1738334386983), np.float64(40.02107948201992), np.float64(8.68246573853804), np.float64(-40.51548359130866)]","[np.float64(-0.0), np.float64(-10.888788353758622), np.float64(1033.3525830056346), np.float64(8.777550706700524), np.float64(19.227700659699934), np.float64(16.156702360106372), np.float64(36.61242714989677)]",3962.2484505733833
112,100,4,"[np.float64(-4.3281350725621337e-19), np.float64(3.3454078329151355e-07), np.float64(0.0005023967468643848), np.float64(-1.8142520164079753e-06), np.float64(-1.3426333618478697e-06), np.float64(-1.198436633764088e-06), np.float64(-1.1323740527429335e-06)]","[np.float64(-0.0), np.float64(0.00010648728832317003), np.float64(0.07995787343670002), np.float64(-0.0001924924179426337), np.float64(-0.00010683774408040792), np.float64(-7.628857059561767e-05), np.float64(-6.0067194223167056e-05)]","[np.float64(53.053149606299215), np.float64(58.600294954201935), np.float64(-2444.509936655067), np.float64(-47.49360215906979), np.float64(9.333082804960613), np.float64(-15.524517353974751), np.float64(-1.1127713652881313)]","[np.float64(-0.0), np.float64(-9.630572154050585), np.float64(145.96609611831855), np.float64(1.6764683575800527), np.float64(-9.041431183995687), np.float64(8.097365241154549), np.float64(-34.51653818652785)]",4140.236316191774
113,100,7,"[np.float64(2.0122792321330963e-19), np.float64(5.854463707599675e-07), np.float64(0.000879194307012673), np.float64(-3.174941028715298e-06), np.float64(-2.3496083832344464e-06), np.float64(-2.0972641090874116e-06), np.float64(-1.9816545923001597e-06)]","[np.float64(-0.0), np.float64(0.00018635275456554777), np.float64(0.13992627851422507), np.float64(-0.000336861731399608), np.float64(-0.00018696605214071376), np.float64(-0.00013350499854233045), np.float64(-0.00010511758989054277)]","[np.float64(-75.0442913385827), np.float64(-105.94654793898745), np.float64(3965.2035064928978), np.float64(70.72427612666023), np.float64(15.997016316562172), np.float64(4.506202124339303), np.float64(32.53991438306452)]","[np.float64(-0.0), np.float64(31.981382881010525), np.float64(-1579.9736354989261), np.float64(-33.06655654433075), np.float64(-45.572353569937434), np.float64(-30.001256728117873), np.float64(137.21846808979424)]",3865.9138247270475
114,100,9,"[np.float64(-2.8796409701215e-19), np.float64(7.527167624053745e-07), np.float64(0.001130392680444865), np.float64(-4.082067036919694e-06), np.float64(-3.020925064157869e-06), np.float64(-2.6964824259688698e-06), np.float64(-2.5478416186717886e-06)]","[np.float64(-0.0), np.float64(0.00023959639872713417), np.float64(0.17990521523257505), np.float64(-0.0004331079403709227), np.float64(-0.00024038492418091868), np.float64(-0.00017164928384013906), np.float64(-0.00013515118700212564)]","[np.float64(66.45497047244093), np.float64(85.03249129604438), np.float64(-3864.942886645782), np.float64(-49.597007100827845), np.float64(-30.183828148079698), np.float64(-1.1888166355324061), np.float64(-230.06538427387818)]","[np.float64(-0.0), np.float64(-19.47122726256592), np.float64(2000.1031193990093), np.float64(46.530381025778944), np.float64(13.441437444885308), np.float64(21.91749267205978), np.float64(-92.33301079153422)]",5054.374500726614
115,100,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(2.2364665354330717), np.float64(-0.76228014805886), np.float64(-3.433734670061748), np.float64(-7.004645617015294), np.float64(-6.265408346732594), np.float64(-8.084819648945848), np.float64(3.021522770268275)]","[np.float64(-0.0), np.float64(-8.878199338880613), np.float64(-0.2843335617063067), np.float64(7.214625576884304), np.float64(4.479776702069113), np.float64(2.7638218699854593), np.float64(-8.88276418932595)]",2109.496533532295
116,100,6,"[np.float64(-7.346553920761778e-19), np.float64(5.018111749367513e-07), np.float64(0.0007535951202965767), np.float64(-2.721378024612088e-06), np.float64(-2.0139500427716715e-06), np.float64(-1.7976549506457678e-06), np.float64(-1.698561079114549e-06)]","[np.float64(-0.0), np.float64(0.00015973093248475585), np.float64(0.11993681015505003), np.float64(-0.0002887386269139493), np.float64(-0.00016025661612061197), np.float64(-0.00011443285589342622), np.float64(-9.010079133475062e-05)]","[np.float64(79.2396653543307), np.float64(84.20611004282988), np.float64(-3740.8692877137278), np.float64(-76.54555277424484), np.float64(-5.8546900128554045), np.float64(-15.061479603220512), np.float64(-28.395450874207295)]","[np.float64(-0.0), np.float64(-6.640406527581456), np.float64(588.4829723715249), np.float64(16.365951724221688), np.float64(6.309930186885112), np.float64(1.799870292151979), np.float64(-58.61609548773354)]",4491.443442589528
117,100,3,"[np.float64(-3.673276960380889e-19), np.float64(2.5090558746837565e-07), np.float64(0.0003767975601482883), np.float64(-1.360689012306044e-06), np.float64(-1.0069750213858358e-06), np.float64(-8.988274753228839e-07), np.float64(-8.492805395572745e-07)]","[np.float64(-0.0), np.float64(7.986546624237793e-05), np.float64(0.05996840507752502), np.float64(-0.00014436931345697464), np.float64(-8.012830806030599e-05), np.float64(-5.721642794671311e-05), np.float64(-4.505039566737531e-05)]","[np.float64(-26.344734251968497), np.float64(-36.03820654580185), np.float64(1443.5122406498497), np.float64(34.229127850075734), np.float64(20.997064542940958), np.float64(-6.651923772937961), np.float64(48.297548320760335)]","[np.float64(-0.0), np.float64(14.011439974587711), np.float64(-1081.3555279064863), np.float64(-24.47705307687419), np.float64(-45.35763890109359), np.float64(-4.605902961209875), np.float64(-2.2012996897838533)]",4708.369485610988
118,100,2,"[np.float64(-2.1640675362810668e-19), np.float64(1.6727039164575677e-07), np.float64(0.0002511983734321924), np.float64(-9.071260082039876e-07), np.float64(-6.713166809239348e-07), np.float64(-5.99218316882044e-07), np.float64(-5.661870263714668e-07)]","[np.float64(-0.0), np.float64(5.324364416158501e-05), np.float64(0.03997893671835001), np.float64(-9.624620897131685e-05), np.float64(-5.341887204020396e-05), np.float64(-3.8144285297808835e-05), np.float64(-3.0033597111583528e-05)]","[np.float64(18.38139763779526), np.float64(15.866257879764502), np.float64(-843.5978077424402), np.float64(-10.962316793610004), np.float64(-4.582476637546728), np.float64(-3.784902136566232), np.float64(-29.223032319149002)]","[np.float64(-0.0), np.float64(-11.899133500003368), np.float64(809.1449412209826), np.float64(7.7186159646293016), np.float64(6.903521859763219), np.float64(-0.0383962062528517), np.float64(5.712748114731005)]",6003.527730135339
119,100,7,"[np.float64(2.0122792321330963e-19), np.float64(5.854463707599675e-07), np.float64(0.000879194307012673), np.float64(-3.174941028715298e-06), np.float64(-2.3496083832344464e-06), np.float64(-2.0972641090874116e-06), np.float64(-1.9816545923001597e-06)]","[np.float64(-0.0), np.float64(0.00018635275456554777), np.float64(0.13992627851422507), np.float64(-0.000336861731399608), np.float64(-0.00018696605214071376), np.float64(-0.00013350499854233045), np.float64(-0.00010511758989054277)]","[np.float64(-31.387795275590555), np.float64(-62.84043458796541), np.float64(2364.0160781906256), np.float64(19.44894205686215), np.float64(-7.935747124085923), np.float64(3.174794158468236), np.float64(147.5605792591115)]","[np.float64(-0.0), np.float64(36.45067416269233), np.float64(-3567.5010275845843), np.float64(-80.33848149506211), np.float64(-45.94372551349125), np.float64(-35.57993187090357), np.float64(-89.89904646735819)]",5908.6974565839855
120,100,1,"[np.float64(-1.0820337681405334e-19), np.float64(8.363519582287839e-08), np.float64(0.0001255991867160962), np.float64(-4.535630041019938e-07), np.float64(-3.356583404619674e-07), np.float64(-2.99609158441022e-07), np.float64(-2.830935131857334e-07)]","[np.float64(-0.0), np.float64(2.6621822080792506e-05), np.float64(0.019989468359175006), np.float64(-4.812310448565843e-05), np.float64(-2.670943602010198e-05), np.float64(-1.9072142648904417e-05), np.float64(-1.5016798555791764e-05)]","[np.float64(25.792322834645667), np.float64(5.242885233773073), np.float64(-257.77176053543855), np.float64(1.0909346540209508), np.float64(0.493152901883318), np.float64(7.149028389141763), np.float64(-13.770497130808668)]","[np.float64(-0.0), np.float64(-15.297639046080908), np.float64(487.51659226199257), np.float64(12.700736758265945), np.float64(3.0999195926216787), np.float64(5.943815997353175), np.float64(11.442338077979251)]",3642.3844100234255
121,100,7,"[np.float64(2.0122792321330963e-19), np.float64(5.854463707599675e-07), np.float64(0.000879194307012673), np.float64(-3.174941028715298e-06), np.float64(-2.3496083832344464e-06), np.float64(-2.0972641090874116e-06), np.float64(-1.9816545923001597e-06)]","[np.float64(-0.0), np.float64(0.00018635275456554777), np.float64(0.13992627851422507), np.float64(-0.000336861731399608), np.float64(-0.00018696605214071376), np.float64(-0.00013350499854233045), np.float64(-0.00010511758989054277)]","[np.float64(-15.404773622047266), np.float64(-11.795073388681864), np.float64(1026.1749632683527), np.float64(37.82573201581236), np.float64(-0.006091385798712394), np.float64(8.707251702096922), np.float64(20.50823047508447)]","[np.float64(-0.0), np.float64(61.46084518943931), np.float64(-4179.170220222854), np.float64(-96.34501308049995), np.float64(-44.27807383597367), np.float64(-30.225098374362307), np.float64(-198.8564989405806)]",6898.198769759751
122,100,3,"[np.float64(-3.673276960380889e-19), np.float64(2.5090558746837565e-07), np.float64(0.0003767975601482883), np.float64(-1.360689012306044e-06), np.float64(-1.0069750213858358e-06), np.float64(-8.988274753228839e-07), np.float64(-8.492805395572745e-07)]","[np.float64(-0.0), np.float64(7.986546624237793e-05), np.float64(0.05996840507752502), np.float64(-0.00014436931345697464), np.float64(-8.012830806030599e-05), np.float64(-5.721642794671311e-05), np.float64(-4.505039566737531e-05)]","[np.float64(23.842765748031482), np.float64(-3.6561491341088996), np.float64(73.98827385284213), np.float64(-11.335044409153925), np.float64(-22.56076598347898), np.float64(0.19144812128810373), np.float64(24.547836452781826)]","[np.float64(-0.0), np.float64(-35.90554157928445), np.float64(1807.7521260554083), np.float64(33.49364854601561), np.float64(22.29722142347541), np.float64(8.036143614508214), np.float64(25.599019698379674)]",5055.744792481868
123,100,4,"[np.float64(-4.3281350725621337e-19), np.float64(3.3454078329151355e-07), np.float64(0.0005023967468643848), np.float64(-1.8142520164079753e-06), np.float64(-1.3426333618478697e-06), np.float64(-1.198436633764088e-06), np.float64(-1.1323740527429335e-06)]","[np.float64(-0.0), np.float64(0.00010648728832317003), np.float64(0.07995787343670002), np.float64(-0.0001924924179426337), np.float64(-0.00010683774408040792), np.float64(-7.628857059561767e-05), np.float64(-6.0067194223167056e-05)]","[np.float64(-5.385088582677165), np.float64(-11.731007253147025), np.float64(547.9209995306272), np.float64(11.192414733707407), np.float64(-22.50323917079481), np.float64(1.1848003310384443), np.float64(-7.768146464423029)]","[np.float64(-0.0), np.float64(42.80179829817007), np.float64(-2416.9646459817113), np.float64(-43.35409057562155), np.float64(-42.397386866250486), np.float64(-23.824662756784985), np.float64(-50.00319478528811)]",5610.381701235473
124,100,6,"[np.float64(-7.346553920761778e-19), np.float64(5.018111749367513e-07), np.float64(0.0007535951202965767), np.float64(-2.721378024612088e-06), np.float64(-2.0139500427716715e-06), np.float64(-1.7976549506457678e-06), np.float64(-1.698561079114549e-06)]","[np.float64(-0.0), np.float64(0.00015973093248475585), np.float64(0.11993681015505003), np.float64(-0.0002887386269139493), np.float64(-0.00016025661612061197), np.float64(-0.00011443285589342622), np.float64(-9.010079133475062e-05)]","[np.float64(36.01058070866141), np.float64(14.00638938154195), np.float64(-487.2473526306703), np.float64(-2.1709413615707995), np.float64(-35.884625352545704), np.float64(7.108870455570193), np.float64(74.46238669395181)]","[np.float64(-0.0), np.float64(-48.80775358360345), np.float64(3801.224098813146), np.float64(89.38855774809423), np.float64(49.95968017694945), np.float64(37.541326022558), np.float64(54.328219413941476)]",7564.969969676407
125,100,9,"[np.float64(-2.8796409701215e-19), np.float64(7.527167624053745e-07), np.float64(0.001130392680444865), np.float64(-4.082067036919694e-06), np.float64(-3.020925064157869e-06), np.float64(-2.6964824259688698e-06), np.float64(-2.5478416186717886e-06)]","[np.float64(-0.0), np.float64(0.00023959639872713417), np.float64(0.17990521523257505), np.float64(-0.0004331079403709227), np.float64(-0.00024038492418091868), np.float64(-0.00017164928384013906), np.float64(-0.00013515118700212564)]","[np.float64(6.809793307086624), np.float64(38.19099040881297), np.float64(-1210.1728848093887), np.float64(-17.529679776675838), np.float64(-5.802690040777119), np.float64(5.164624172117852), np.float64(-247.37169347226435)]","[np.float64(-0.0), np.float64(54.26141784584564), np.float64(-4219.338445581883), np.float64(-101.34340356277306), np.float64(-29.44766287766665), np.float64(-50.7783463976832), np.float64(83.04453070240983)]",6697.160789357571
126,100,1,"[np.float64(-1.0820337681405334e-19), np.float64(8.363519582287839e-08), np.float64(0.0001255991867160962), np.float64(-4.535630041019938e-07), np.float64(-3.356583404619674e-07), np.float64(-2.99609158441022e-07), np.float64(-2.830935131857334e-07)]","[np.float64(-0.0), np.float64(2.6621822080792506e-05), np.float64(0.019989468359175006), np.float64(-4.812310448565843e-05), np.float64(-2.670943602010198e-05), np.float64(-1.9072142648904417e-05), np.float64(-1.5016798555791764e-05)]","[np.float64(20.063730314960633), np.float64(-4.249176751419965), np.float64(219.93518193778232), np.float64(1.3013700879164525), np.float64(-6.888672661963383), np.float64(-5.544950697268469), np.float64(22.913863730705145)]","[np.float64(-0.0), np.float64(-12.6614132542818), np.float64(499.1323702772834), np.float64(18.04976480117316), np.float64(17.880429475967492), np.float64(8.10025746649789), np.float64(4.750239111078797)]",4349.062170617716
127,100,9,"[np.float64(-2.8796409701215e-19), np.float64(7.527167624053745e-07), np.float64(0.001130392680444865), np.float64(-4.082067036919694e-06), np.float64(-3.020925064157869e-06), np.float64(-2.6964824259688698e-06), np.float64(-2.5478416186717886e-06)]","[np.float64(-0.0), np.float64(0.00023959639872713417), np.float64(0.17990521523257505), np.float64(-0.0004331079403709227), np.float64(-0.00024038492418091868), np.float64(-0.00017164928384013906), np.float64(-0.00013515118700212564)]","[np.float64(1.9045275590551274), np.float64(12.917298622406266), np.float64(-418.94642990329163), np.float64(-12.49612657711706), np.float64(1.1421362729598392), np.float64(21.01993822576681), np.float64(-269.2207521560507)]","[np.float64(-0.0), np.float64(54.097023037682725), np.float64(-4364.433107135345), np.float64(-108.42114376262596), np.float64(-33.64182213046862), np.float64(-46.07816125687913), np.float64(-48.48272615167953)]",7985.660000234367
128,100,7,"[np.float64(2.0122792321330963e-19), np.float64(5.854463707599675e-07), np.float64(0.000879194307012673), np.float64(-3.174941028715298e-06), np.float64(-2.3496083832344464e-06), np.float64(-2.0972641090874116e-06), np.float64(-1.9816545923001597e-06)]","[np.float64(-0.0), np.float64(0.00018635275456554777), np.float64(0.13992627851422507), np.float64(-0.000336861731399608), np.float64(-0.00018696605214071376), np.float64(-0.00013350499854233045), np.float64(-0.00010511758989054277)]","[np.float64(-3.159694881889752), np.float64(11.280830099394032), np.float64(-394.2565635372661), np.float64(-10.190563824265004), np.float64(-27.09852868818632), np.float64(1.4477772525194164), np.float64(56.05183729284532)]","[np.float64(-0.0), np.float64(-66.96215777684323), np.float64(4280.468425960025), np.float64(98.32791981943765), np.float64(54.53699119644465), np.float64(22.820077352879338), np.float64(196.65587511602143)]",6350.398667863544
129,100,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(-1.6085137795275555), np.float64(0.6789723074034139), np.float64(-5.909850244398408), np.float64(4.026097771306402), np.float64(-0.23569563893635018), np.float64(-3.5476420425137256), np.float64(-3.609605425397729)]","[np.float64(-0.0), np.float64(-12.002369287915897), np.float64(-9.704268206490024), np.float64(4.734082286829275), np.float64(3.4750318235866637), np.float64(-6.385321302489427), np.float64(6.42464385612758)]",1667.0161803075725
130,100,1,"[np.float64(-1.0820337681405334e-19), np.float64(8.363519582287839e-08), np.float64(0.0001255991867160962), np.float64(-4.535630041019938e-07), np.float64(-3.356583404619674e-07), np.float64(-2.99609158441022e-07), np.float64(-2.830935131857334e-07)]","[np.float64(-0.0), np.float64(2.6621822080792506e-05), np.float64(0.019989468359175006), np.float64(-4.812310448565843e-05), np.float64(-2.670943602010198e-05), np.float64(-1.9072142648904417e-05), np.float64(-1.5016798555791764e-05)]","[np.float64(0.3503937007874074), np.float64(-15.367629855792588), np.float64(201.16505477005174), np.float64(-0.2517938242351174), np.float64(5.091782136977313), np.float64(9.405908486534422), np.float64(17.83031238530396)]","[np.float64(-0.0), np.float64(-9.24483996197868), np.float64(500.70895440694585), np.float64(11.867356442304175), np.float64(1.621877855568868), np.float64(9.238431558998037), np.float64(-0.11174166751898565)]",3213.3595925601553
131,100,6,"[np.float64(-7.346553920761778e-19), np.float64(5.018111749367513e-07), np.float64(0.0007535951202965767), np.float64(-2.721378024612088e-06), np.float64(-2.0139500427716715e-06), np.float64(-1.7976549506457678e-06), np.float64(-1.698561079114549e-06)]","[np.float64(-0.0), np.float64(0.00015973093248475585), np.float64(0.11993681015505003), np.float64(-0.0002887386269139493), np.float64(-0.00016025661612061197), np.float64(-0.00011443285589342622), np.float64(-9.010079133475062e-05)]","[np.float64(50.76451771653544), np.float64(34.84352628012053), np.float64(-1771.1580938916002), np.float64(-34.0716452417579), np.float64(-31.357543409603032), np.float64(-12.65301907917105), np.float64(-17.39219051200644)]","[np.float64(-0.0), np.float64(51.50985434349046), np.float64(-3383.243042941781), np.float64(-48.42432225985613), np.float64(-14.81348696306828), np.float64(-23.333121928339512), np.float64(43.9948340016033)]",6152.584212582379
