,freq,amp,coefA_in,coefB_in,coefA_out,coefB_out,THD_out
50,50,3,"[np.float64(-2.3288662664988637e-19), np.float64(0.0001884006432323233), np.float64(-5.034924897548938e-07), np.float64(-4.2464446890015984e-07), np.float64(-4.0257881697660976e-07), np.float64(-3.931236876372607e-07), np.float64(-3.881713787912685e-07)]","[np.float64(-0.0), np.float64(0.059969590011412124), np.float64(-8.013226403907447e-05), np.float64(-4.5054843453655964e-05), np.float64(-3.2034518016806024e-05), np.float64(-2.5024972828921514e-05), np.float64(-2.059069222343534e-05)]","[np.float64(17.681102362204726), np.float64(-726.7428836221974), np.float64(3.1408749631508863), np.float64(36.357000280295615), np.float64(-0.06261855996642317), np.float64(-0.5121574627878985), np.float64(-6.99518015272032)]","[np.float64(-0.0), np.float64(-408.0674005990914), np.float64(3.7943210572428936), np.float64(-9.123903420670977), np.float64(1.8267005305460349), np.float64(-7.840523238026288), np.float64(8.249870439735384)]",24.544734020627164
51,50,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(13.067913385826774), np.float64(2.111444115853122), np.float64(4.260708610044829), np.float64(9.837184087873084), np.float64(-6.809941654315877), np.float64(1.8795530882199236), np.float64(-0.03487927195673297)]","[np.float64(-0.0), np.float64(1.2309760276414763), np.float64(-2.7428878161057297), np.float64(-1.271758859382333), np.float64(10.320155257555665), np.float64(15.645297679714318), np.float64(-9.494226838462586)]",7635.135615706671
52,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(-5.660187007874025), np.float64(1154.1835845571206), np.float64(38.055859640724215), np.float64(-19.016147908963397), np.float64(-4.933538255988313), np.float64(-7.728857660243913), np.float64(2.8443790754368554)]","[np.float64(-0.0), np.float64(139.7134059226267), np.float64(6.43446683103426), np.float64(35.89129609648688), np.float64(-1.9169060712339678), np.float64(-20.661156089889946), np.float64(7.945317936463751)]",20.021216159097246
53,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(10.34424212598424), np.float64(76.70780193202795), np.float64(-26.968076439004903), np.float64(40.33823322917498), np.float64(10.101226830345448), np.float64(4.6944677548685965), np.float64(3.3558409143864445)]","[np.float64(-0.0), np.float64(1174.9722293238137), np.float64(27.119993206267434), np.float64(6.711416258814689), np.float64(22.02621849398089), np.float64(-6.062488396969422), np.float64(8.818020116708567)]",19.139213621811518
54,50,9,"[np.float64(1.2819606487468604e-18), np.float64(0.0005652019296969705), np.float64(-1.5104774692652927e-06), np.float64(-1.273933406700535e-06), np.float64(-1.2077364509316606e-06), np.float64(-1.1793710629120967e-06), np.float64(-1.1645141363749174e-06)]","[np.float64(-0.0), np.float64(0.17990877003423636), np.float64(-0.00024039679211722376), np.float64(-0.0001351645303609666), np.float64(-9.610355405041817e-05), np.float64(-7.507491848676532e-05), np.float64(-6.177207667030661e-05)]","[np.float64(71.43873031496068), np.float64(-2619.5945891334945), np.float64(-0.5750665838167056), np.float64(-170.03921828211801), np.float64(-22.300994920530677), np.float64(175.6053250896057), np.float64(-5.122255709934539)]","[np.float64(-0.0), np.float64(-293.6675025115914), np.float64(-2.727727308455437), np.float64(-375.74859622114025), np.float64(2.426782766676361), np.float64(125.490349113259), np.float64(-4.898759572874604)]",20.06778680275552
55,50,1,"[np.float64(4.510281037539698e-20), np.float64(6.280021441077427e-05), np.float64(-1.6783082991835617e-07), np.float64(-1.4154815630006293e-07), np.float64(-1.341929389920703e-07), np.float64(-1.310412292124439e-07), np.float64(-1.293904595972488e-07)]","[np.float64(-0.0), np.float64(0.01998986333713738), np.float64(-2.671075467969144e-05), np.float64(-1.5018281151218693e-05), np.float64(-1.0678172672268643e-05), np.float64(-8.341657609640603e-06), np.float64(-6.863564074478495e-06)]","[np.float64(19.5681594488189), np.float64(38.99936825223606), np.float64(13.74960144375228), np.float64(-9.399247474799438), np.float64(-6.47595779772293), np.float64(8.918119584234962), np.float64(-0.08069871641196982)]","[np.float64(-0.0), np.float64(-212.9868136182856), np.float64(-17.631146619659162), np.float64(-21.73262733704722), np.float64(-1.6922302501915942), np.float64(-11.054620192745833), np.float64(-16.97455112701237)]",110.41400581302166
56,50,2,"[np.float64(9.020562075079396e-20), np.float64(0.00012560042882154855), np.float64(-3.3566165983671234e-07), np.float64(-2.8309631260012586e-07), np.float64(-2.683858779841406e-07), np.float64(-2.620824584248878e-07), np.float64(-2.587809191944976e-07)]","[np.float64(-0.0), np.float64(0.03997972667427476), np.float64(-5.342150935938288e-05), np.float64(-3.0036562302437385e-05), np.float64(-2.1356345344537286e-05), np.float64(-1.6683315219281205e-05), np.float64(-1.372712814895699e-05)]","[np.float64(3.4264271653543332), np.float64(465.2804195748649), np.float64(4.15510427557442), np.float64(-8.239342293144786), np.float64(-16.899720648026616), np.float64(12.424380849872398), np.float64(0.40417675263905856)]","[np.float64(-0.0), np.float64(248.3218360399126), np.float64(3.2144785743636373), np.float64(-1.694051139181957), np.float64(2.609902325077098), np.float64(18.89821365699905), np.float64(-2.8282076632921522)]",44.275095202345945
57,50,8,"[np.float64(3.6082248300317586e-19), np.float64(0.0005024017152861942), np.float64(-1.3426466393468494e-06), np.float64(-1.1323852504005035e-06), np.float64(-1.0735435119365624e-06), np.float64(-1.0483298336995513e-06), np.float64(-1.0351236767779904e-06)]","[np.float64(-0.0), np.float64(0.15991890669709904), np.float64(-0.00021368603743753152), np.float64(-0.00012014624920974954), np.float64(-8.542538137814914e-05), np.float64(-6.673326087712482e-05), np.float64(-5.490851259582796e-05)]","[np.float64(24.95152559055117), np.float64(-731.1298898192925), np.float64(-56.242739228174784), np.float64(177.4080617025392), np.float64(-24.17691913119882), np.float64(96.16239764464594), np.float64(1.2040399302713394)]","[np.float64(-0.0), np.float64(2344.0306879755726), np.float64(19.91774524798419), np.float64(97.21039008047042), np.float64(29.987945194951845), np.float64(40.77483029408514), np.float64(2.552361023622832)]",13.765653179315267
58,50,5,"[np.float64(2.3418766925686896e-20), np.float64(0.0003140010720538715), np.float64(-8.391541495915947e-07), np.float64(-7.07740781500304e-07), np.float64(-6.709646949594546e-07), np.float64(-6.552061460623796e-07), np.float64(-6.469522979858352e-07)]","[np.float64(-0.0), np.float64(0.09994931668568688), np.float64(-0.00013355377339845738), np.float64(-7.509140575609356e-05), np.float64(-5.339086336134307e-05), np.float64(-4.17082880482027e-05), np.float64(-3.4317820372392655e-05)]","[np.float64(52.84621062992126), np.float64(-1436.876827780155), np.float64(-6.727758339530596), np.float64(40.11097742870689), np.float64(-6.5755888821871755), np.float64(-15.724180232994561), np.float64(-6.108032682133912)]","[np.float64(-0.0), np.float64(-408.2149910812829), np.float64(0.28780054021054363), np.float64(-38.84416473506976), np.float64(15.301787635255536), np.float64(7.50917515244225), np.float64(-5.863731287229884)]",15.133369648021638
59,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(17.89000984251968), np.float64(213.42203794123296), np.float64(-18.873986109218066), np.float64(-23.024549219604044), np.float64(-4.999996907010734), np.float64(1.524703612533406), np.float64(4.713182104688794)]","[np.float64(-0.0), np.float64(-1146.2519960377285), np.float64(-17.87973733957925), np.float64(-35.00782456591437), np.float64(4.378308071768721), np.float64(-18.11429336726296), np.float64(-17.84202139724109)]",20.238190144023495
60,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(-8.737942913385833), np.float64(1083.4504805464665), np.float64(33.990005797533), np.float64(-36.43398112820483), np.float64(-3.5004283717735216), np.float64(8.810516986240394), np.float64(0.678637244683634)]","[np.float64(-0.0), np.float64(434.0254867376798), np.float64(3.62147761685488), np.float64(-1.3384683096123586), np.float64(6.886698519117448), np.float64(4.584674240588511), np.float64(-0.5342499989525127)]",18.77240205068746
61,50,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(21.595718503937007), np.float64(4.568819230744956), np.float64(-2.7322544106768483), np.float64(-10.202240267545678), np.float64(1.932244469221014), np.float64(-8.52751710004608), np.float64(-5.57755296751953)]","[np.float64(-0.0), np.float64(-2.6378666206968684), np.float64(3.7317181376457715), np.float64(-21.744675556894368), np.float64(-4.5184441509976585), np.float64(1.4158775684456668), np.float64(5.2786222090003125)]",3706.769530232457
62,50,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(10.483759842519689), np.float64(-7.287272372448013), np.float64(-5.139073741947081), np.float64(-0.7443485117979421), np.float64(-3.0622161460920276), np.float64(1.564090577104795), np.float64(-5.483662211833652)]","[np.float64(-0.0), np.float64(-6.881461594424056), np.float64(-1.0249856438652964), np.float64(1.1394107066960037), np.float64(3.6731387880938273), np.float64(1.7618642899389618), np.float64(-4.250870946524491)]",1867.6214172007528
63,50,5,"[np.float64(2.3418766925686896e-20), np.float64(0.0003140010720538715), np.float64(-8.391541495915947e-07), np.float64(-7.07740781500304e-07), np.float64(-6.709646949594546e-07), np.float64(-6.552061460623796e-07), np.float64(-6.469522979858352e-07)]","[np.float64(-0.0), np.float64(0.09994931668568688), np.float64(-0.00013355377339845738), np.float64(-7.509140575609356e-05), np.float64(-5.339086336134307e-05), np.float64(-4.17082880482027e-05), np.float64(-3.4317820372392655e-05)]","[np.float64(23.06471456692913), np.float64(-101.61951869149199), np.float64(-15.591225607850065), np.float64(-51.726023751353715), np.float64(-1.8054062458526496), np.float64(-5.859987946644386), np.float64(2.3044597189747553)]","[np.float64(-0.0), np.float64(-1489.7687105682398), np.float64(-11.692840859546322), np.float64(5.225200851821799), np.float64(0.7475557005487691), np.float64(1.550025275749537), np.float64(-18.527639208899437)]",15.083479174711366
64,50,2,"[np.float64(9.020562075079396e-20), np.float64(0.00012560042882154855), np.float64(-3.3566165983671234e-07), np.float64(-2.8309631260012586e-07), np.float64(-2.683858779841406e-07), np.float64(-2.620824584248878e-07), np.float64(-2.587809191944976e-07)]","[np.float64(-0.0), np.float64(0.03997972667427476), np.float64(-5.342150935938288e-05), np.float64(-3.0036562302437385e-05), np.float64(-2.1356345344537286e-05), np.float64(-1.6683315219281205e-05), np.float64(-1.372712814895699e-05)]","[np.float64(5.663877952755906), np.float64(499.4187235324243), np.float64(7.895160560584941), np.float64(17.18616474852651), np.float64(4.3481646885526155), np.float64(0.9869902940165958), np.float64(1.631728904956678)]","[np.float64(-0.0), np.float64(-155.57507491260748), np.float64(-5.37448793723913), np.float64(-13.119650590740097), np.float64(0.8233775148469917), np.float64(3.2801497762185075), np.float64(1.3190076774036552)]",42.31229134087546
65,50,7,"[np.float64(8.777700788442644e-19), np.float64(0.0004396015008754209), np.float64(-1.1748158094283721e-06), np.float64(-9.908370941004668e-07), np.float64(-9.393505729448183e-07), np.float64(-9.172886044867604e-07), np.float64(-9.057332171812613e-07)]","[np.float64(-0.0), np.float64(0.13992904335996167), np.float64(-0.00018697528275784), np.float64(-0.00010512796805853105), np.float64(-7.474720870588189e-05), np.float64(-5.839160326748366e-05), np.float64(-4.8044948521348924e-05)]","[np.float64(9.85802165354328), np.float64(847.7321201082833), np.float64(-0.07878870090160899), np.float64(18.64336411167703), np.float64(4.974051711930246), np.float64(-33.84077813951624), np.float64(1.6831246867238743)]","[np.float64(-0.0), np.float64(2004.3610284402034), np.float64(41.197832333417), np.float64(-71.762783537501), np.float64(1.5566011788473484), np.float64(-6.056712076449402), np.float64(-2.05626047749905)]",11.140583933539567
66,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(39.41978346456692), np.float64(-1088.8678709888068), np.float64(17.597070885145115), np.float64(-12.73768907888946), np.float64(11.758236698744163), np.float64(6.118222368973151), np.float64(4.779080839153749)]","[np.float64(-0.0), np.float64(348.6327127224874), np.float64(-4.211189146786376), np.float64(-32.05320398332721), np.float64(2.34991371732683), np.float64(11.079558642823647), np.float64(-6.7035421413562695)]",18.96589948960244
67,50,3,"[np.float64(-2.3288662664988637e-19), np.float64(0.0001884006432323233), np.float64(-5.034924897548938e-07), np.float64(-4.2464446890015984e-07), np.float64(-4.0257881697660976e-07), np.float64(-3.931236876372607e-07), np.float64(-3.881713787912685e-07)]","[np.float64(-0.0), np.float64(0.059969590011412124), np.float64(-8.013226403907447e-05), np.float64(-4.5054843453655964e-05), np.float64(-3.2034518016806024e-05), np.float64(-2.5024972828921514e-05), np.float64(-2.059069222343534e-05)]","[np.float64(11.807824803149604), np.float64(-391.48036168293515), np.float64(-4.565307634342575), np.float64(-12.694481517149852), np.float64(3.2938856019812204), np.float64(-9.275342173423276), np.float64(0.6735164967593964)]","[np.float64(-0.0), np.float64(-728.9076007469012), np.float64(10.873250553270378), np.float64(20.9863728120825), np.float64(-8.165479902951844), np.float64(-10.302059291334643), np.float64(3.5772100288980773)]",26.36079060147754
68,50,6,"[np.float64(-4.657732532997727e-19), np.float64(0.0003768012864646466), np.float64(-1.0069849795097875e-06), np.float64(-8.492889378003197e-07), np.float64(-8.051576339532195e-07), np.float64(-7.862473752745214e-07), np.float64(-7.76342757582537e-07)]","[np.float64(-0.0), np.float64(0.11993918002282425), np.float64(-0.00016026452807814894), np.float64(-9.010968690731193e-05), np.float64(-6.406903603361205e-05), np.float64(-5.004994565784303e-05), np.float64(-4.118138444687068e-05)]","[np.float64(12.660925196850394), np.float64(1058.0655238832958), np.float64(3.499555083026035), np.float64(31.745994318765245), np.float64(-17.66013865497956), np.float64(15.244543680189985), np.float64(3.9720860199316084)]","[np.float64(-0.0), np.float64(-1496.4515663747788), np.float64(-36.48644189040053), np.float64(-69.54999880923647), np.float64(-7.146052972684459), np.float64(-22.627901998507777), np.float64(-8.286038871489309)]",12.373258191240224
69,50,3,"[np.float64(-2.3288662664988637e-19), np.float64(0.0001884006432323233), np.float64(-5.034924897548938e-07), np.float64(-4.2464446890015984e-07), np.float64(-4.0257881697660976e-07), np.float64(-3.931236876372607e-07), np.float64(-3.881713787912685e-07)]","[np.float64(-0.0), np.float64(0.059969590011412124), np.float64(-8.013226403907447e-05), np.float64(-4.5054843453655964e-05), np.float64(-3.2034518016806024e-05), np.float64(-2.5024972828921514e-05), np.float64(-2.059069222343534e-05)]","[np.float64(10.204724409448827), np.float64(756.1071955009338), np.float64(12.824797580705322), np.float64(-30.944119049093402), np.float64(-4.050039179543394), np.float64(4.722812939408605), np.float64(2.283775210837722)]","[np.float64(-0.0), np.float64(345.8074197446264), np.float64(14.288668388911173), np.float64(-9.854816146172558), np.float64(-4.175660132027212), np.float64(8.70565751571014), np.float64(-1.075218965620274)]",25.384901728325044
70,50,0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0)]","[np.float64(11.740649606299213), np.float64(18.180306254024902), np.float64(5.143164364647233), np.float64(-1.1872294652205457), np.float64(6.529412911558024), np.float64(-14.319974978428267), np.float64(2.6992221336863467)]","[np.float64(-0.0), np.float64(4.380225901305592), np.float64(6.516100757433191), np.float64(-4.001105360922847), np.float64(-11.707957072012126), np.float64(-3.980535885350683), np.float64(-8.53279860072825)]",1083.2425311877007
71,50,7,"[np.float64(8.777700788442644e-19), np.float64(0.0004396015008754209), np.float64(-1.1748158094283721e-06), np.float64(-9.908370941004668e-07), np.float64(-9.393505729448183e-07), np.float64(-9.172886044867604e-07), np.float64(-9.057332171812613e-07)]","[np.float64(-0.0), np.float64(0.13992904335996167), np.float64(-0.00018697528275784), np.float64(-0.00010512796805853105), np.float64(-7.474720870588189e-05), np.float64(-5.839160326748366e-05), np.float64(-4.8044948521348924e-05)]","[np.float64(56.0570866141732), np.float64(-2109.9099140563403), np.float64(7.931749914799479), np.float64(27.66112533490471), np.float64(-18.011037646135833), np.float64(-8.723008631218123), np.float64(-2.8849441018505995)]","[np.float64(-0.0), np.float64(-398.746498106182), np.float64(-1.407272293140054), np.float64(-112.48985627210682), np.float64(17.03675707589258), np.float64(23.831429746258394), np.float64(13.455660417937352)]",11.837424074681522
72,50,3,"[np.float64(-2.3288662664988637e-19), np.float64(0.0001884006432323233), np.float64(-5.034924897548938e-07), np.float64(-4.2464446890015984e-07), np.float64(-4.0257881697660976e-07), np.float64(-3.931236876372607e-07), np.float64(-3.881713787912685e-07)]","[np.float64(-0.0), np.float64(0.059969590011412124), np.float64(-8.013226403907447e-05), np.float64(-4.5054843453655964e-05), np.float64(-3.2034518016806024e-05), np.float64(-2.5024972828921514e-05), np.float64(-2.059069222343534e-05)]","[np.float64(8.108021653543306), np.float64(-27.539656342560676), np.float64(-11.65964709167882), np.float64(-36.23722671467815), np.float64(-1.7397622935960257), np.float64(-7.92409771008021), np.float64(-1.212124588650754)]","[np.float64(-0.0), np.float64(-839.530415042778), np.float64(-3.7470716119926584), np.float64(-12.6217479252321), np.float64(-14.780106373389419), np.float64(-5.905844086042225), np.float64(-3.5435661576817346)]",25.969805527947425
73,50,6,"[np.float64(-4.657732532997727e-19), np.float64(0.0003768012864646466), np.float64(-1.0069849795097875e-06), np.float64(-8.492889378003197e-07), np.float64(-8.051576339532195e-07), np.float64(-7.862473752745214e-07), np.float64(-7.76342757582537e-07)]","[np.float64(-0.0), np.float64(0.11993918002282425), np.float64(-0.00016026452807814894), np.float64(-9.010968690731193e-05), np.float64(-6.406903603361205e-05), np.float64(-5.004994565784303e-05), np.float64(-4.118138444687068e-05)]","[np.float64(-9.428641732283461), np.float64(1651.8440534072513), np.float64(34.00717587686043), np.float64(54.77367973774701), np.float64(4.7103872771273405), np.float64(-4.322467539700203), np.float64(-1.0292208990429048)]","[np.float64(-0.0), np.float64(-762.723001404426), np.float64(-18.40497579077629), np.float64(11.209951567167902), np.float64(-11.450757829964838), np.float64(10.369881218800167), np.float64(-4.003752042358772)]",12.25951535040293
74,50,6,"[np.float64(-4.657732532997727e-19), np.float64(0.0003768012864646466), np.float64(-1.0069849795097875e-06), np.float64(-8.492889378003197e-07), np.float64(-8.051576339532195e-07), np.float64(-7.862473752745214e-07), np.float64(-7.76342757582537e-07)]","[np.float64(-0.0), np.float64(0.11993918002282425), np.float64(-0.00016026452807814894), np.float64(-9.010968690731193e-05), np.float64(-6.406903603361205e-05), np.float64(-5.004994565784303e-05), np.float64(-4.118138444687068e-05)]","[np.float64(-5.796013779527567), np.float64(1015.0894089349304), np.float64(6.323238572705697), np.float64(-10.726586572252112), np.float64(4.162097389532244), np.float64(-26.322539092681016), np.float64(1.3160190517481227)]","[np.float64(-0.0), np.float64(1540.6491992704068), np.float64(36.550269610501786), np.float64(-50.515211173080495), np.float64(5.3700937792242724), np.float64(-1.97818263544196), np.float64(7.504570557491407)]",12.021537469334682
75,50,4,"[np.float64(1.8041124150158793e-19), np.float64(0.0002512008576430971), np.float64(-6.713233196734247e-07), np.float64(-5.661926252002517e-07), np.float64(-5.367717559682812e-07), np.float64(-5.241649168497756e-07), np.float64(-5.175618383889952e-07)]","[np.float64(-0.0), np.float64(0.07995945334854952), np.float64(-0.00010684301871876576), np.float64(-6.007312460487477e-05), np.float64(-4.271269068907457e-05), np.float64(-3.336663043856241e-05), np.float64(-2.745425629791398e-05)]","[np.float64(55.07726377952755), np.float64(-678.4062397037018), np.float64(-8.834254500658732), np.float64(-19.37284389421103), np.float64(-8.823428454477405), np.float64(-10.234539453467399), np.float64(5.8722891154414345)]","[np.float64(-0.0), np.float64(973.1352175503165), np.float64(-0.446526107252942), np.float64(39.27479046898716), np.float64(9.085773884982796), np.float64(-4.056315245154558), np.float64(5.26201393929135)]",18.453190921994175
76,50,6,"[np.float64(-4.657732532997727e-19), np.float64(0.0003768012864646466), np.float64(-1.0069849795097875e-06), np.float64(-8.492889378003197e-07), np.float64(-8.051576339532195e-07), np.float64(-7.862473752745214e-07), np.float64(-7.76342757582537e-07)]","[np.float64(-0.0), np.float64(0.11993918002282425), np.float64(-0.00016026452807814894), np.float64(-9.010968690731193e-05), np.float64(-6.406903603361205e-05), np.float64(-5.004994565784303e-05), np.float64(-4.118138444687068e-05)]","[np.float64(40.05757874015746), np.float64(-1340.8772963025867), np.float64(-3.179067488076322), np.float64(61.962381370046266), np.float64(-3.3939870830255487), np.float64(-0.5166537473146564), np.float64(11.138857592081312)]","[np.float64(-0.0), np.float64(-1248.6023138889057), np.float64(-2.727115898371811), np.float64(32.466791082319475), np.float64(-16.160753884277494), np.float64(-5.73465324279547), np.float64(-1.546747431249354)]",11.68727728757618
77,50,7,"[np.float64(8.777700788442644e-19), np.float64(0.0004396015008754209), np.float64(-1.1748158094283721e-06), np.float64(-9.908370941004668e-07), np.float64(-9.393505729448183e-07), np.float64(-9.172886044867604e-07), np.float64(-9.057332171812613e-07)]","[np.float64(-0.0), np.float64(0.13992904335996167), np.float64(-0.00018697528275784), np.float64(-0.00010512796805853105), np.float64(-7.474720870588189e-05), np.float64(-5.839160326748366e-05), np.float64(-4.8044948521348924e-05)]","[np.float64(-12.235236220472451), np.float64(1265.080867766943), np.float64(2.7820145282487596), np.float64(15.883512916641221), np.float64(-11.348579393833901), np.float64(29.206349198259844), np.float64(-4.056214261803911)]","[np.float64(-0.0), np.float64(-1740.3140733765563), np.float64(-29.175993261647008), np.float64(-123.14866536301061), np.float64(-19.319579484925722), np.float64(-35.16558698243763), np.float64(-21.031130609427212)]",11.7122055440294
78,50,8,"[np.float64(3.6082248300317586e-19), np.float64(0.0005024017152861942), np.float64(-1.3426466393468494e-06), np.float64(-1.1323852504005035e-06), np.float64(-1.0735435119365624e-06), np.float64(-1.0483298336995513e-06), np.float64(-1.0351236767779904e-06)]","[np.float64(-0.0), np.float64(0.15991890669709904), np.float64(-0.00021368603743753152), np.float64(-0.00012014624920974954), np.float64(-8.542538137814914e-05), np.float64(-6.673326087712482e-05), np.float64(-5.490851259582796e-05)]","[np.float64(-26.91018700787401), np.float64(2141.0101955943164), np.float64(34.97086448121077), np.float64(-159.3032358312469), np.float64(-25.696877399296035), np.float64(108.05318416243782), np.float64(3.100804800026613)]","[np.float64(-0.0), np.float64(1150.8316309266302), np.float64(33.27923744320501), np.float64(127.321934413952), np.float64(0.23200614531063343), np.float64(-16.178838971083575), np.float64(3.938891287553552)]",14.322596523268876
79,50,8,"[np.float64(3.6082248300317586e-19), np.float64(0.0005024017152861942), np.float64(-1.3426466393468494e-06), np.float64(-1.1323852504005035e-06), np.float64(-1.0735435119365624e-06), np.float64(-1.0483298336995513e-06), np.float64(-1.0351236767779904e-06)]","[np.float64(-0.0), np.float64(0.15991890669709904), np.float64(-0.00021368603743753152), np.float64(-0.00012014624920974954), np.float64(-8.542538137814914e-05), np.float64(-6.673326087712482e-05), np.float64(-5.490851259582796e-05)]","[np.float64(44.10629921259841), np.float64(-1022.8868062909238), np.float64(-27.312373388171558), np.float64(132.03978125631048), np.float64(-20.341255816350877), np.float64(60.23422335772573), np.float64(-4.380661158368843)]","[np.float64(-0.0), np.float64(2217.0693009243964), np.float64(14.264922724788434), np.float64(153.1117602754865), np.float64(13.852450470619853), np.float64(102.62933254931785), np.float64(-0.18240720808370725)]",13.680819004580227
80,50,7,"[np.float64(8.777700788442644e-19), np.float64(0.0004396015008754209), np.float64(-1.1748158094283721e-06), np.float64(-9.908370941004668e-07), np.float64(-9.393505729448183e-07), np.float64(-9.172886044867604e-07), np.float64(-9.057332171812613e-07)]","[np.float64(-0.0), np.float64(0.13992904335996167), np.float64(-0.00018697528275784), np.float64(-0.00010512796805853105), np.float64(-7.474720870588189e-05), np.float64(-5.839160326748366e-05), np.float64(-4.8044948521348924e-05)]","[np.float64(42.21555118110235), np.float64(-2015.4750049625598), np.float64(3.097021450026411), np.float64(79.12121334476274), np.float64(-8.539912516781008), np.float64(-25.361599118888364), np.float64(1.481705180539566)]","[np.float64(-0.0), np.float64(-778.0680272567932), np.float64(-2.8525606911111776), np.float64(-61.61368865773659), np.float64(-8.828422953731955), np.float64(21.693124914994822), np.float64(4.92054542537671)]",12.21783078765409
81,50,9,"[np.float64(1.2819606487468604e-18), np.float64(0.0005652019296969705), np.float64(-1.5104774692652927e-06), np.float64(-1.273933406700535e-06), np.float64(-1.2077364509316606e-06), np.float64(-1.1793710629120967e-06), np.float64(-1.1645141363749174e-06)]","[np.float64(-0.0), np.float64(0.17990877003423636), np.float64(-0.00024039679211722376), np.float64(-0.0001351645303609666), np.float64(-9.610355405041817e-05), np.float64(-7.507491848676532e-05), np.float64(-6.177207667030661e-05)]","[np.float64(18.029281496063), np.float64(618.538972019034), np.float64(-1.4759766338280524), np.float64(-376.7525662987674), np.float64(-12.394908932661723), np.float64(-206.82332660060123), np.float64(15.276094647995768)]","[np.float64(-0.0), np.float64(-2577.381616784759), np.float64(-33.16939185186792), np.float64(8.246681480553798), np.float64(9.858053034168217), np.float64(48.16113152384848), np.float64(0.21932306065182275)]",19.055179071094017
